cpu_usage_x,mem_usage_x,net_in_rate_x,net_out_rate_x,disk_in_rate_x,disk_out_rate_x,cpu_usage_y,mem_usage_y,net_in_rate_y,net_out_rate_y,disk_in_rate_y,disk_out_rate_y,avg_lat
3.56,9.77,19.83,43.4,0.0,0.0,56.0,255.99,1000.0,1000.0,200.0,200.0,0.4903244324170553
3.56,9.77,19.81,43.41,0.0,0.0,56.0,255.99,1000.0,1000.0,200.0,200.0,0.6009304950319998
3.56,9.77,19.81,43.41,0.0,0.0,56.0,255.99,1000.0,1000.0,200.0,200.0,0.5987363068979654
3.57,9.77,19.8,43.41,0.0,0.0,56.0,255.99,1000.0,1000.0,200.0,200.0,0.5569142503547707
3.57,9.77,19.79,43.41,0.0,0.0,56.0,255.99,1000.0,1000.0,200.0,200.0,0.39160797631760796
3.57,9.77,19.79,43.4,0.0,0.0,56.0,255.99,1000.0,1000.0,200.0,200.0,0.2250780608129452
3.57,9.77,19.78,43.4,0.0,0.0,56.0,255.99,1000.0,1000.0,200.0,200.0,0.5776587399412964
3.57,9.77,19.8,43.39,0.0,0.0,56.0,255.99,999.99,998.85,200.0,200.0,0.5041991248246772
3.57,9.77,19.82,43.37,0.0,0.0,55.99,255.99,999.99,997.7,200.0,200.0,0.36652446749740264
3.57,9.77,19.84,43.35,0.0,0.0,55.99,255.99,999.98,996.54,200.0,200.0,0.6448884002659706
3.57,9.77,19.86,43.34,0.0,0.0,55.98,255.99,999.98,995.39,200.0,200.0,0.5453126385918932
3.56,9.77,19.88,43.32,0.0,0.0,55.98,255.99,999.97,994.24,200.0,200.0,0.6991653587430191
3.57,9.77,19.88,43.33,0.0,0.0,55.98,255.99,999.97,994.14,200.0,200.0,0.4989087827703522
3.57,9.77,19.88,43.34,0.0,0.0,55.98,255.99,999.97,994.05,200.0,200.0,0.5032118623732789
3.57,9.77,19.88,43.35,0.0,0.0,55.98,255.99,999.97,993.95,200.0,200.0,0.561705268458262
3.57,9.77,19.88,43.36,0.0,0.0,55.98,255.99,999.97,993.86,200.0,200.0,0.6979596401682859
3.57,9.77,19.88,43.37,0.0,0.0,55.98,255.99,999.97,993.76,200.0,200.0,0.8115559078060881
3.57,9.77,19.86,43.38,0.0,0.0,55.98,255.99,999.97,993.75,200.0,200.0,0.12487575449870508
3.57,9.77,19.85,43.4,0.0,0.0,55.98,255.99,999.97,993.75,200.0,200.0,0.7428196469510888
3.56,9.77,19.84,43.41,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.7268639193905889
3.56,9.77,19.83,43.42,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.6723958832084203
3.56,9.77,19.82,43.44,0.0,0.0,55.98,255.99,999.97,993.73,200.0,200.0,0.8225055900107926
3.56,9.77,19.83,43.42,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.7695695087677816
3.56,9.77,19.84,43.41,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.7447877503894944
3.56,9.77,19.85,43.39,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.7108427791515958
3.57,9.77,19.86,43.37,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.7535032106067348
3.57,9.77,19.87,43.36,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.7695695087677816
3.56,9.77,19.88,43.36,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.5901196299552027
3.56,9.77,19.88,43.36,0.0,0.0,55.98,255.99,999.97,993.73,200.0,200.0,0.5822298371583674
3.56,9.77,19.89,43.37,0.0,0.0,55.98,255.99,999.97,993.73,200.0,200.0,0.18137727949501983
3.55,9.77,19.9,43.37,0.0,0.0,55.98,255.99,999.97,993.73,200.0,200.0,0.2170933138784119
3.55,9.77,19.9,43.38,0.0,0.0,55.98,255.99,999.97,993.72,200.0,200.0,0.32497143266763034
3.55,9.77,19.9,43.37,0.0,0.0,55.98,255.99,999.97,993.73,200.0,200.0,0.5801468603461019
3.54,9.77,19.89,43.37,0.0,0.0,55.98,255.99,999.97,993.73,200.0,200.0,0.5802779883534467
3.54,9.77,19.88,43.36,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.6141316255192026
3.53,9.77,19.87,43.36,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.4880077461484247
3.52,9.77,19.86,43.35,0.0,0.0,55.98,255.99,999.97,993.75,200.0,200.0,0.6201536556218775
3.53,9.77,19.87,43.35,0.0,0.0,55.98,255.99,999.97,993.75,200.0,200.0,0.5433758637893512
3.54,9.77,19.88,43.35,0.0,0.0,55.98,255.99,999.97,993.75,200.0,200.0,0.43559951557967264
3.54,9.77,19.9,43.35,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.5108537159081669
3.55,9.77,19.91,43.35,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.5204996829776591
3.56,9.77,19.92,43.35,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.7387704712395567
3.55,9.77,19.94,43.33,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.05481200717479164
3.55,9.77,19.96,43.31,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.5266010700101211
3.54,9.77,19.97,43.29,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.5780632426186753
3.54,9.77,19.99,43.27,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.4922099135124282
3.53,9.77,20.01,43.25,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.4665985625918312
3.54,9.77,19.99,43.27,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.5132049504745813
3.55,9.77,19.96,43.29,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.703187295126947
3.56,9.77,19.94,43.31,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.6411742616244044
3.57,9.77,19.91,43.33,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.5348419480168746
3.58,9.77,19.89,43.35,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.5914370651242604
3.58,9.77,19.87,43.38,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.4373392802963773
3.58,9.77,19.86,43.41,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.5378379351401217
3.57,9.77,19.84,43.43,0.0,0.0,55.98,255.99,999.97,993.74,200.0,200.0,0.5655684202661571
