cpu_usage_x,mem_usage_x,net_in_rate_x,net_out_rate_x,disk_in_rate_x,disk_out_rate_x,cpu_usage_y,mem_usage_y,net_in_rate_y,net_out_rate_y,disk_in_rate_y,disk_out_rate_y,avg_lat
3.41,9.77,158.55,347.85,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.7922185327806361
3.41,9.77,158.64,347.69,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9459628323241899
3.41,9.77,158.74,347.53,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.83,347.37,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9841765276514676
3.41,9.77,158.75,347.39,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9594625452422954
3.41,9.77,158.67,347.4,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.59,347.42,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9299783245889941
3.41,9.77,158.5,347.44,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.902469846873258
3.41,9.77,158.42,347.46,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9419510214235853
3.41,9.77,158.59,347.35,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.843251522101672
3.41,9.77,158.75,347.24,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9410170693271619
3.41,9.77,158.92,347.12,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9228154595049403
3.41,9.77,159.08,347.01,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.873163897686646
3.42,9.77,159.25,346.9,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9342698162286625
3.41,9.77,159.13,346.93,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,159.02,346.97,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9827957133650974
3.41,9.77,158.91,347.0,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8065559580539106
3.41,9.77,158.8,347.03,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.68,347.07,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9377761542311059
3.41,9.77,158.77,346.99,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8796193692704845
3.4,9.77,158.85,346.92,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.94,346.85,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9576642808068586
3.4,9.77,159.02,346.78,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9110659421353787
3.4,9.77,159.11,346.71,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.901876217039649
3.4,9.77,159.07,346.8,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8938028981358126
3.41,9.77,159.03,346.9,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8219448324384725
3.41,9.77,158.99,346.99,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8160644045402116
3.41,9.77,158.95,347.09,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9102372492404894
3.42,9.77,158.9,347.18,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8444143236854172
3.41,9.77,158.91,347.21,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9910066839728202
3.41,9.77,158.91,347.25,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9717565197353687
3.41,9.77,158.91,347.28,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.953406422325591
3.41,9.77,158.91,347.31,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8189289098962346
3.41,9.77,158.92,347.34,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.91,347.29,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.9,347.24,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.9,347.19,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.89,347.14,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8191713487327416
3.41,9.77,158.88,347.08,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9655822420056684
3.41,9.77,158.84,347.13,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9411996443478158
3.41,9.77,158.79,347.17,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8050249566455223
3.41,9.77,158.75,347.22,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9670916600162521
3.41,9.77,158.7,347.26,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9741324489854661
3.4,9.77,158.65,347.3,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9484672674571138
3.4,9.77,158.67,347.3,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.7553560888951528
3.4,9.77,158.69,347.3,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.71,347.3,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.938365262616635
3.4,9.77,158.73,347.3,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.827533242775041
3.4,9.77,158.75,347.3,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.8,347.27,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9454899691336768
3.4,9.77,158.84,347.24,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8592219573320606
3.4,9.77,158.88,347.21,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.936269421912545
3.4,9.77,158.93,347.19,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.975495238517077
3.4,9.77,158.97,347.16,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8512273753682162
3.4,9.77,158.89,347.24,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9437613047005454
3.4,9.77,158.8,347.32,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9760182441179017
