Timestamp,cpu_usage,mem_usage,net_in_rate,net_out_rate,disk_in_rate,disk_out_rate
1706410440,0.00035483311480924743,10486472704,0,0,0,0
1706410445,0.0003486456562779746,10486472704,0,0,0,0
1706410450,0.0003486456562779746,10486472704,0,0,0,0
1706410455,2.4247569226167522,10486472704,13487803.316444036,29251768.30953478,0,0
1706410460,3.6053601477921893,10486472704,19829702.015355084,43495898.75239923,0,0
1706410465,3.4106790543095604,10486472704,19904367.6994302,43255473.82478633,0,0
1706410470,3.6011430022877287,10486472704,19860779.98093422,43365160.53384175,0,0
1706410475,3.5932715875950563,10486472704,19893426.83544304,43388862.278481014,0,0
1706410480,3.6263798133259493,10486472704,19851003.560528994,43415983.04510003,0,0
1706410485,3.6034526339389537,10486472704,19865856.549311172,43402076.53619068,0,0
1706410490,3.6034526339389537,10486472704,19865856.549311172,43402076.53619068,0,0
1706410495,3.587909995918131,10486472704,19902816.326530613,43337163.91836735,0,0
1706410500,3.6038946553753344,10486472704,19846626.205598682,43393474.71183251,0,0
1706410505,3.6038946553753344,10486472704,19846626.205598682,43393474.71183251,0,0
1706410510,3.6006858248909266,10486472704,19904824.622844826,43401134.69827586,0,0
1706410515,3.314338320307854,10486472704,19905683.007676203,43090568.039078854,0,0
1706410520,3.592456326276182,10486472704,19897695.76604103,43393080.96900917,0,0
1706410525,3.592456326276182,10486472704,19897695.76604103,43393080.96900917,0,0
1706410530,3.6061185519277155,10486472704,19799051.051709026,43436653.593339175,0,0
1706410535,3.5674016492930347,10486472704,19868266.57090088,43407413.29776318,0,0
1706410540,3.5674016492930347,10486472704,19868266.57090088,43407413.29776318,0,0
1706410545,3.596411929477024,10486472704,19919052.38095238,43444681.17913832,0,0
1706410550,3.605606363993298,10486472704,19916819.137966592,43322903.279026605,0,0
1706410555,3.605606363993298,10486472704,19916819.137966592,43322903.279026605,0,0
1706410560,3.609348057947856,10486472704,19857792.19187675,43406680.49719888,0,0
1706410565,3.4871743058358913,10486472704,19919754.60440986,43099044.09857328,0,0
1706410570,3.4871743058358913,10486472704,19919754.60440986,43099044.09857328,0,0
1706410575,3.6244125113146497,10486472704,19836859.660574414,43376203.872932985,0,0
1706410580,3.542860179075399,10486472704,19880427.89901583,43407746.46983311,0,0
1706410585,3.542860179075399,10486472704,19880427.89901583,43407746.46983311,0,0
1706410590,3.412532797748694,10486472704,19864970.20854022,43378562.89308176,0,0
1706410595,3.6262271401818715,10486472704,19856439.024390243,43351142.39960581,0,0
1706410600,3.6025169463134974,10486472704,19856828.493837476,43391756.632546484,0,0
1706410605,3.6025169463134974,10486472704,19856828.493837476,43391756.632546484,0,0
1706410610,3.6176856123556256,10486472704,19866806.830541655,43397078.74700891,0,0
1706410615,3.5976988133067307,10486472704,19984242.30387289,43254641.31082423,0,0
1706410620,3.5976988133067307,10486472704,19984242.30387289,43254641.31082423,0,0
1706410625,3.5690499702004286,10486472704,19890339.39945405,43377594.63148317,0,0
1706410630,3.5547331704684577,10486472704,19821221.58850866,43465923.95437262,0,0
1706410635,3.6290479836605067,10486472704,19879632.965686277,43419224.87745098,0,0
1706410640,3.6257223595196915,10486472704,19849901.70278638,43425077.3993808,0,0
1706410645,3.615223730613371,10486472704,19822673.360393077,43464644.30677205,0,0
1706410650,3.615223730613371,10486472704,19822673.360393077,43464644.30677205,0,0
1706410655,3.619928202061083,10486472704,19832521.433246072,43385918.03010471,0,0
1706410660,3.602944140635279,10486472704,19842508.700102355,43356743.90992835,0,0
1706410665,3.6073975206520625,10486472704,19841806.33318036,43447682.652592935,0,0
1706410670,3.6293001730475534,10486472704,19828255.76475566,43429664.69219378,0,0
1706410675,3.377995258128769,10486472704,19827553.163444642,43214408.17223199,0,0
1706410680,3.49376660237982,10486472704,19866013.851891316,43373442.017403655,0,0
1706410685,3.606138926986178,10486472704,19950050.155348424,43286338.4376387,0,0
1706410690,3.606138926986178,10486472704,19950050.155348424,43286338.4376387,0,0
1706410695,3.6080441915502,10486472704,19849550.190597203,43414859.593392625,0,0
1706410700,3.6127834458445403,10486472704,19859108.042895444,43320037.26541555,0,0
1706410705,3.6087870765690875,10486472704,19852773.65163572,43401025.64102564,0,0
1706410710,3.604025277732154,10486472704,19962297.525773197,43294678.35051547,0,0
1706410715,3.623479939725288,10486472704,19821243.658366304,43422574.58692111,0,0
1706410720,3.623479939725288,10486472704,19821243.658366304,43422574.58692111,0,0
1706410725,3.2769574906321512,10486472704,19891553.016265184,43109046.73666872,0,0
1706410730,3.61400132700944,10486472704,19860519.196025293,43504118.11201446,0,0
1706410735,3.5965383011608725,10486472704,19896563.225412343,43359805.94583588,0,0
1706410740,3.5965383011608725,10486472704,19896563.225412343,43359805.94583588,0,0
1706410745,3.614719824839503,10486472704,19862917.697509486,43405649.18357249,0,0
1706410750,3.6072369442592818,10486472704,19800764.1025641,43411505.239687845,0,0
1706410755,3.6072369442592818,10486472704,19800764.1025641,43411505.239687845,0,0
1706410760,3.6198801743801536,10486472704,19965623.250807323,43290465.446716905,0,0
1706410765,3.5901261775046662,10486472704,19822873.073217727,43425371.146435454,0,0
1706410770,3.5901261775046662,10486472704,19822873.073217727,43425371.146435454,0,0
1706410775,3.3132509731238557,10486472704,19873850.70468699,43174985.08685677,0,0
1706410780,3.5975782660262206,10486472704,19891799.451088022,43403664.575573415,0,0
1706410785,3.6162704698410417,10486476800,19907009.334609862,43392900.67017712,0,0
1706410790,3.5909138241526617,10486472704,19853745.508982036,43385371.05788423,0,0
1706410795,3.5909138241526617,10486472704,19853745.508982036,43385371.05788423,0,0
1706410800,3.6178616755039723,10486472704,19860888.323951337,43369849.64590521,0,0
1706410805,3.574498809523205,10486472704,19882920.205920205,43358894.64975179,0,0
1706410810,3.5626904457239688,10486472704,19969221.582426958,43298534.2290467,0,0
1706410815,3.5249289853684957,10486472704,19893403.14479144,43313695.348329335,0,0
1706410820,3.5249289853684957,10486472704,19893403.14479144,43313695.348329335,0,0
1706410825,3.15428950324507,10486472704,19966160.557464678,43105457.61741122,0,0
1706410830,3.5434453171655584,10486472704,19871971.257485032,43386810.77844311,0,0
1706410835,3.595432911061845,10486472704,19890736.59907649,43338333.26641237,0,0
1706410840,3.593932914589011,10486472704,19820413.647058822,43439551.294117644,0,0
1706410845,3.529526567369716,10486472704,19848841.112012986,43391680.1948052,0,0
1706410850,3.529526567369716,10486472704,19848841.112012986,43391680.1948052,0,0
1706410855,3.4537657973774376,10486472704,19905767.307692308,43365904.020979024,0,0
1706410860,3.6227223324085993,10486472704,19912790.713790715,43295680.52668053,0,0
1706410865,3.607029239382891,10486472704,19847058.845934108,43439028.94686726,0,0
1706410870,3.162728308189355,10486472704,19920970.126799915,43044859.660434134,0,0
1706410875,3.6117447417728608,10486472704,19884126.82815356,43350233.31809872,0,0
1706410880,3.605940840394554,10486472704,19926144.907487463,43328276.845927715,0,0
1706410885,3.605940840394554,10486472704,19926144.907487463,43328276.845927715,0,0
1706410890,3.6059763172666943,10486472704,19870646.752658974,43385177.41570491,0,0
1706410895,3.6059763172666943,10486472704,19870646.752658974,43385177.41570491,0,0
1706410900,3.61481888048237,10486472704,19907168.421052635,43368692.10526316,0,0
1706410905,3.613577099221136,10486472704,19821547.891842347,43422030.70577452,0,0
1706410910,3.613577099221136,10486472704,19821547.891842347,43422030.70577452,0,0
1706410915,3.5851492156728577,10486472704,19741175.642891802,43521784.32799612,0,0
1706410920,3.5851492156728577,10486472704,19741175.642891802,43521784.32799612,0,0
1706410925,3.459131099888056,10486472704,19820925.15303283,43402281.5804118,0,0
1706410930,3.459131099888056,10486472704,19820925.15303283,43402281.5804118,0,0
1706410935,3.6027383827999504,10486472704,19893865.804160323,43311626.07813293,0,0
1706410940,3.6027383827999504,10486472704,19893865.804160323,43311626.07813293,0,0
1706410945,3.631091526149053,10486472704,19854925.383228134,43401713.70604148,0,0
1706410950,3.631091526149053,10486472704,19854925.383228134,43401713.70604148,0,0
1706410955,3.6072832852689642,10486472704,19953530.299401198,43339434.97005988,0,0
1706410960,3.6072832852689642,10486472704,19953530.299401198,43339434.97005988,0,0
1706410965,3.595290377589828,10486472704,19892672.75562486,43376056.35999109,0,0
1706410970,3.595290377589828,10486472704,19892672.75562486,43376056.35999109,0,0
1706410975,3.599493028667958,10486472704,19872011.172006745,43387477.44519393,0,0
1706410980,3.599493028667958,10486472704,19872011.172006745,43387477.44519393,0,0
1706410985,3.603346232182689,10486472704,19845642.538975503,43390618.225686714,0,0
1706410990,3.5918957057902103,10486472704,19839053.85996409,43411079.66786355,0,0
1706410995,3.5918957057902103,10486472704,19839053.85996409,43411079.66786355,0,0
1706411000,3.600621456863315,10486472704,19873265.516353335,43366128.508884884,0,0
1706411005,3.6026120594004856,10486472704,19864324.11701748,43398550.838387445,0,0
1706411010,3.6026120594004856,10486472704,19864324.11701748,43398550.838387445,0,0
1706411015,3.5926587268788195,10486472704,19890657.175398633,43336784.05466971,0,0
1706411020,3.2306323419446086,10486472704,19910964.9737303,43092921.84763573,0,0
1706411025,3.6116847890545443,10486472704,19889607.007404733,43421599.963879354,0,0
1706411030,3.609274712028053,10486472704,19930283.421178725,43326165.30905606,0,0
1706411035,3.609274712028053,10486472704,19930283.421178725,43326165.30905606,0,0
1706411040,3.617493131884725,10486472704,19919066.40806827,43351281.76881303,0,0
1706411045,3.6015333414579853,10486472704,19858019.305019304,43392726.833976835,0,0
1706411050,3.6165055955372014,10486472704,19763391.524470277,43459114.007125445,0,0
1706411055,3.6165055955372014,10486472704,19763391.524470277,43459114.007125445,0,0
1706411060,3.5874085144342907,10486472704,19957158.255451713,43259126.6874351,0,0
1706411065,3.59752346307668,10486472704,19861492.445201106,43361688.6571611,0,0
1706411070,3.2693067502302,10486472704,19879969.383057088,43149530.616942905,0,0
1706411075,3.598840861244464,10486472704,19887490.772385508,43425044.42925496,0,0
1706411080,3.598840861244464,10486472704,19887490.772385508,43425044.42925496,0,0
1706411085,3.607241325479239,10486472704,19861543.71283858,43375261.61638405,0,0
1706411090,3.607241325479239,10486472704,19861543.71283858,43375261.61638405,0,0
1706411095,3.599890299726547,10486472704,19904715.420908865,43352241.12242364,0,0
1706411100,3.599890299726547,10486472704,19904715.420908865,43352241.12242364,0,0
1706411105,3.6000031386960494,10486472704,19888782.77390754,43387350.69664345,0,0
1706411110,3.6026422022299367,10486472704,19794811.02693603,43426048.61111111,0,0
1706411115,3.572182215327056,10486472704,19916862.14077468,43301066.4306539,0,0
1706411120,3.5930648655438397,10486472704,19946979.41726811,43267402.56615878,0,0
1706411125,3.5930648655438397,10486472704,19946979.41726811,43267402.56615878,0,0
1706411130,3.6371206545370307,10486472704,19873904.23264312,43402184.53105968,0,0
1706411135,3.6135115320302,10486472704,19922253.923334192,43327938.77025984,0,0
1706411140,3.613081410316373,10486472704,19844544.092465755,43436582.83390411,0,0
1706411145,3.613081410316373,10486472704,19844544.092465755,43436582.83390411,0,0
1706411150,3.5971210454262468,10486472704,19863039.574992303,43374246.38127503,0,0
1706411155,3.615176215954603,10486472704,19843193.19081552,43368766.42913698,0,0
1706411160,3.5984366700098063,10486472704,19882897.441146366,43399804.91299898,0,0
1706411165,3.282485201990955,10486472704,19920225.22123894,43227963.71681416,0,0
1706411170,3.5748760971347124,10486472704,19900638.1535769,43344201.92518049,0,0
1706411175,3.6099475351330352,10486472704,19818032.16542217,43442358.797625884,0,0
1706411180,3.6099475351330352,10486472704,19818032.16542217,43442358.797625884,0,0
1706411185,3.6476879368441524,10486472704,19840771.295818277,43441006.88349681,0,0
1706411190,3.5924343406144734,10486472704,19955672.58248009,43295913.083048925,0,0
1706411195,3.612686324401928,10486472704,19858657.46084089,43392510.92333058,0,0
1706411200,3.612686324401928,10486472704,19858657.46084089,43392510.92333058,0,0
1706411205,3.59738645487688,10486472704,19863793.300937176,43342895.52238806,0,0
1706411210,3.1380067138502628,10486472704,19941715.962441314,42950430.75117371,0,0
1706411215,3.6174128018387584,10486472704,19944967.80936455,43331190.008361205,0,0
1706411220,3.6053946145396845,10486472704,19903041.33577683,43371878.84341275,0,0
1706411225,3.6052942842610283,10486472704,19822715.27617287,43431709.0362838,0,0
1706411230,3.6052942842610283,10486472704,19822715.27617287,43431709.0362838,0,0
1706411235,3.527576840582424,10486472704,19824015.856010284,43475584.52967645,0,0
1706411240,3.54847525098811,10486472704,19748007.90513834,43468353.55731226,0,0
1706411245,3.54847525098811,10486472704,19748007.90513834,43468353.55731226,0,0
1706411250,3.574241951305005,10486472704,19777598.06763285,43479420.09661836,0,0
1706411255,3.5961324124024423,10486472704,19861448.6123157,43379470.94535993,0,0
1706411260,3.609692481407752,10486472704,20000564.576457646,43281558.85588559,0,0
1706411265,3.303033146926909,10486472704,19901036.544227883,43156039.35532234,0,0
