1706414707Connecting to host 11.11.11.16, port 5201
1706414708[  5] local 172.17.0.2 port 41796 connected to 11.11.11.16 port 5201
1706414709[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706415959[  5] 169.00-170.00 sec  41.8 MBytes   350 Mbits/sec    0    245 KBytes       
1706415960[  5] 170.00-171.00 sec  41.8 MBytes   350 Mbits/sec    0    245 KBytes       
1706415961[  5] 171.00-172.00 sec  41.8 MBytes   350 Mbits/sec    0    245 KBytes       
1706415962[  5] 172.00-173.00 sec  41.6 MBytes   349 Mbits/sec    0    245 KBytes       
1706415963[  5] 173.00-174.00 sec  41.8 MBytes   350 Mbits/sec    0    245 KBytes       
1706415964[  5] 174.00-175.00 sec  41.8 MBytes   350 Mbits/sec    0    245 KBytes       
1706415965[  5] 175.00-176.00 sec  41.8 MBytes   350 Mbits/sec    0    245 KBytes       
1706415966[  5] 176.00-177.00 sec  41.6 MBytes   349 Mbits/sec    0    257 KBytes       
1706415967[  5] 177.00-178.00 sec  41.8 MBytes   350 Mbits/sec    0    257 KBytes       
1706415968[  5] 178.00-179.00 sec  41.8 MBytes   350 Mbits/sec    0    257 KBytes       
1706415969[  5] 179.00-180.00 sec  41.8 MBytes   350 Mbits/sec    0    257 KBytes       
1706415969- - - - - - - - - - - - - - - - - - - - - - - - -
1706415969[ ID] Interval           Transfer     Bitrate         Retr
1706415969[  5]   0.00-180.00 sec  7.33 GBytes   350 Mbits/sec    0             sender
1706415969[  5]   0.00-180.04 sec  7.33 GBytes   350 Mbits/sec                  receiver
1706415969
1706415969iperf Done.
1706415969Connecting to host 11.11.11.16, port 5201
1706415969[  5] local 172.17.0.2 port 55330 connected to 11.11.11.16 port 5201
1706415970[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706415970[  5]   0.00-1.00   sec  47.7 MBytes   400 Mbits/sec    0    132 KBytes       
1706415971[  5]   1.00-2.00   sec  47.6 MBytes   400 Mbits/sec    0    132 KBytes       
1706415972[  5]   2.00-3.00   sec  47.8 MBytes   401 Mbits/sec    0    132 KBytes       
1706415973[  5]   3.00-4.00   sec  47.6 MBytes   400 Mbits/sec    0    132 KBytes       
1706415974[  5]   4.00-5.00   sec  47.8 MBytes   401 Mbits/sec    0    137 KBytes       
1706415975[  5]   5.00-6.00   sec  47.6 MBytes   400 Mbits/sec    0    137 KBytes       
1706415976[  5]   6.00-7.00   sec  47.8 MBytes   401 Mbits/sec    0    137 KBytes       
1706415977[  5]   7.00-8.00   sec  47.6 MBytes   400 Mbits/sec    0    137 KBytes       
1706415978[  5]   8.00-9.00   sec  47.8 MBytes   401 Mbits/sec    0    137 KBytes       
1706415979[  5]   9.00-10.00  sec  47.6 MBytes   400 Mbits/sec    0    137 KBytes       
1706415980[  5]  10.00-11.00  sec  47.6 MBytes   400 Mbits/sec    0    146 KBytes       
1706415981[  5]  11.00-12.00  sec  47.8 MBytes   401 Mbits/sec    0    146 KBytes       
1706415982[  5]  12.00-13.00  sec  47.6 MBytes   400 Mbits/sec    0    146 KBytes       
1706415983[  5]  13.00-14.00  sec  47.8 MBytes   401 Mbits/sec    0    146 KBytes       
1706415984[  5]  14.00-15.00  sec  47.6 MBytes   400 Mbits/sec    0    146 KBytes       
1706415985[  5]  15.00-16.00  sec  47.8 MBytes   401 Mbits/sec    0    146 KBytes       
1706415986[  5]  16.00-17.00  sec  47.6 MBytes   400 Mbits/sec    0    146 KBytes       
1706415987[  5]  17.00-18.00  sec  47.8 MBytes   401 Mbits/sec    0    146 KBytes       
1706415988[  5]  18.00-19.00  sec  47.6 MBytes   400 Mbits/sec    0    146 KBytes       
1706415989[  5]  19.00-20.00  sec  47.8 MBytes   401 Mbits/sec    0    146 KBytes       
1706415990[  5]  20.00-21.00  sec  47.6 MBytes   400 Mbits/sec    0    146 KBytes       
1706415991[  5]  21.00-22.00  sec  47.8 MBytes   401 Mbits/sec    0    146 KBytes       
1706415992[  5]  22.00-23.00  sec  47.6 MBytes   400 Mbits/sec    0    146 KBytes       
1706415993[  5]  23.00-24.00  sec  47.8 MBytes   401 Mbits/sec    0    153 KBytes       
1706415994[  5]  24.00-25.00  sec  47.6 MBytes   400 Mbits/sec    0    153 KBytes       
1706415995[  5]  25.00-26.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706415996[  5]  26.00-27.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706415997[  5]  27.00-28.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706415998[  5]  28.00-29.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706415999[  5]  29.00-30.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416000[  5]  30.00-31.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416001[  5]  31.00-32.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416002[  5]  32.00-33.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416003[  5]  33.00-34.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416004[  5]  34.00-35.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416005[  5]  35.00-36.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416006[  5]  36.00-37.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416007[  5]  37.00-38.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416008[  5]  38.00-39.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416009[  5]  39.00-40.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416010[  5]  40.00-41.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416011[  5]  41.00-42.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416012[  5]  42.00-43.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416013[  5]  43.00-44.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416014[  5]  44.00-45.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416015[  5]  45.00-46.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416016[  5]  46.00-47.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416017[  5]  47.00-48.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416018[  5]  48.00-49.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416019[  5]  49.00-50.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416020[  5]  50.00-51.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416021[  5]  51.00-52.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416022[  5]  52.00-53.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416023[  5]  53.00-54.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416024[  5]  54.00-55.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416025[  5]  55.00-56.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416026[  5]  56.00-57.00  sec  47.6 MBytes   400 Mbits/sec    0    161 KBytes       
1706416027[  5]  57.00-58.00  sec  47.8 MBytes   401 Mbits/sec    0    161 KBytes       
1706416028[  5]  58.00-59.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416029[  5]  59.00-60.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416030[  5]  60.00-61.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416031[  5]  61.00-62.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416032[  5]  62.00-63.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416033[  5]  63.00-64.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416034[  5]  64.00-65.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416035[  5]  65.00-66.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416036[  5]  66.00-67.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416037[  5]  67.00-68.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416038[  5]  68.00-69.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416039[  5]  69.00-70.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416040[  5]  70.00-71.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416041[  5]  71.00-72.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416042[  5]  72.00-73.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416043[  5]  73.00-74.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416044[  5]  74.00-75.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416045[  5]  75.00-76.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416046[  5]  76.00-77.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416047[  5]  77.00-78.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416048[  5]  78.00-79.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416049[  5]  79.00-80.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416050[  5]  80.00-81.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416051[  5]  81.00-82.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416052[  5]  82.00-83.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416053[  5]  83.00-84.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416054[  5]  84.00-85.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416055[  5]  85.00-86.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416056[  5]  86.00-87.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416057[  5]  87.00-88.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416058[  5]  88.00-89.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416059[  5]  89.00-90.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416060[  5]  90.00-91.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416061[  5]  91.00-92.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416062[  5]  92.00-93.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416063[  5]  93.00-94.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416064[  5]  94.00-95.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416065[  5]  95.00-96.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416066[  5]  96.00-97.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416067[  5]  97.00-98.00  sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416068[  5]  98.00-99.00  sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416069[  5]  99.00-100.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416070[  5] 100.00-101.00 sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416071[  5] 101.00-102.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416072[  5] 102.00-103.00 sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416073[  5] 103.00-104.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416074[  5] 104.00-105.00 sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416075[  5] 105.00-106.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416076[  5] 106.00-107.00 sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416077[  5] 107.00-108.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416078[  5] 108.00-109.00 sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416079[  5] 109.00-110.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416080[  5] 110.00-111.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416081[  5] 111.00-112.00 sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416082[  5] 112.00-113.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416083[  5] 113.00-114.00 sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416084[  5] 114.00-115.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416085[  5] 115.00-116.00 sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416086[  5] 116.00-117.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416087[  5] 117.00-118.00 sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416088[  5] 118.00-119.00 sec  47.6 MBytes   400 Mbits/sec    0    180 KBytes       
1706416089[  5] 119.00-120.00 sec  47.8 MBytes   401 Mbits/sec    0    180 KBytes       
1706416090[  5] 120.00-121.00 sec  47.6 MBytes   400 Mbits/sec    0    189 KBytes       
1706416091[  5] 121.00-122.00 sec  47.8 MBytes   401 Mbits/sec    0    189 KBytes       
1706416092[  5] 122.00-123.00 sec  47.6 MBytes   400 Mbits/sec    0    189 KBytes       
1706416093[  5] 123.00-124.00 sec  47.8 MBytes   401 Mbits/sec    0    189 KBytes       
1706416094[  5] 124.00-125.00 sec  47.6 MBytes   400 Mbits/sec    0    189 KBytes       
1706416095[  5] 125.00-126.00 sec  47.6 MBytes   400 Mbits/sec    0    189 KBytes       
1706416096[  5] 126.00-127.00 sec  47.8 MBytes   401 Mbits/sec    0    189 KBytes       
1706416097[  5] 127.00-128.00 sec  47.6 MBytes   400 Mbits/sec    0    189 KBytes       
1706416098[  5] 128.00-129.00 sec  47.8 MBytes   401 Mbits/sec    0    189 KBytes       
1706416099[  5] 129.00-130.00 sec  47.6 MBytes   400 Mbits/sec    0    189 KBytes       
1706416100[  5] 130.00-131.00 sec  47.8 MBytes   401 Mbits/sec    0    195 KBytes       
1706416101[  5] 131.00-132.00 sec  47.6 MBytes   400 Mbits/sec    0    195 KBytes       
1706416102[  5] 132.00-133.00 sec  47.8 MBytes   401 Mbits/sec    0    195 KBytes       
1706416103[  5] 133.00-134.00 sec  47.6 MBytes   400 Mbits/sec    0    195 KBytes       
1706416104[  5] 134.00-135.00 sec  47.8 MBytes   401 Mbits/sec    0    195 KBytes       
1706416105[  5] 135.00-136.00 sec  47.6 MBytes   400 Mbits/sec    0    195 KBytes       
1706416106[  5] 136.00-137.00 sec  47.8 MBytes   401 Mbits/sec    0    195 KBytes       
1706416107[  5] 137.00-138.00 sec  47.6 MBytes   400 Mbits/sec    0    195 KBytes       
1706416108[  5] 138.00-139.00 sec  47.8 MBytes   401 Mbits/sec    0    195 KBytes       
1706416109[  5] 139.00-140.00 sec  47.6 MBytes   400 Mbits/sec    0    195 KBytes       
1706416110[  5] 140.00-141.00 sec  47.8 MBytes   401 Mbits/sec    0    195 KBytes       
1706416111[  5] 141.00-142.00 sec  47.6 MBytes   400 Mbits/sec    0    195 KBytes       
1706416112[  5] 142.00-143.00 sec  47.6 MBytes   400 Mbits/sec    0    195 KBytes       
1706416113[  5] 143.00-144.00 sec  47.8 MBytes   401 Mbits/sec    0    195 KBytes       
1706416114[  5] 144.00-145.00 sec  47.6 MBytes   400 Mbits/sec    0    195 KBytes       
1706416115[  5] 145.00-146.00 sec  47.8 MBytes   401 Mbits/sec    0    195 KBytes       
1706416116[  5] 146.00-147.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416117[  5] 147.00-148.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416118[  5] 148.00-149.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416119[  5] 149.00-150.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416120[  5] 150.00-151.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416121[  5] 151.00-152.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416122[  5] 152.00-153.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416123[  5] 153.00-154.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416124[  5] 154.00-155.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416125[  5] 155.00-156.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416126[  5] 156.00-157.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416127[  5] 157.00-158.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416128[  5] 158.00-159.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416129[  5] 159.00-160.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416130[  5] 160.00-161.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416131[  5] 161.00-162.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416132[  5] 162.00-163.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416133[  5] 163.00-164.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416134[  5] 164.00-165.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416135[  5] 165.00-166.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416136[  5] 166.00-167.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416137[  5] 167.00-168.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416138[  5] 168.00-169.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416139[  5] 169.00-170.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416140[  5] 170.00-171.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416141[  5] 171.00-172.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416142[  5] 172.00-173.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416143[  5] 173.00-174.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416144[  5] 174.00-175.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416145[  5] 175.00-176.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416146[  5] 176.00-177.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416147[  5] 177.00-178.00 sec  47.8 MBytes   401 Mbits/sec    0    206 KBytes       
1706416148[  5] 178.00-179.00 sec  47.6 MBytes   400 Mbits/sec    0    206 KBytes       
1706416149[  5] 179.00-180.00 sec  47.8 MBytes   401 Mbits/sec    0    211 KBytes       
1706416149- - - - - - - - - - - - - - - - - - - - - - - - -
1706416149[ ID] Interval           Transfer     Bitrate         Retr
1706416149[  5]   0.00-180.00 sec  8.38 GBytes   400 Mbits/sec    0             sender
1706416149[  5]   0.00-180.04 sec  8.38 GBytes   400 Mbits/sec                  receiver
1706416149
1706416149iperf Done.
1706416149Connecting to host 11.11.11.16, port 5201
1706416149[  5] local 172.17.0.2 port 46936 connected to 11.11.11.16 port 5201
1706416150[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706416150[  5]   0.00-1.00   sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416151[  5]   1.00-2.00   sec  53.8 MBytes   451 Mbits/sec    0    151 KBytes       
1706416152[  5]   2.00-3.00   sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416153[  5]   3.00-4.00   sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416154[  5]   4.00-5.00   sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416155[  5]   5.00-6.00   sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416156[  5]   6.00-7.00   sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416157[  5]   7.00-8.00   sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416158[  5]   8.00-9.00   sec  53.8 MBytes   451 Mbits/sec    0    151 KBytes       
1706416159[  5]   9.00-10.00  sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416160[  5]  10.00-11.00  sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416161[  5]  11.00-12.00  sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416162[  5]  12.00-13.00  sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416163[  5]  13.00-14.00  sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416164[  5]  14.00-15.00  sec  53.8 MBytes   451 Mbits/sec    0    151 KBytes       
1706416165[  5]  15.00-16.00  sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416166[  5]  16.00-17.00  sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416167[  5]  17.00-18.00  sec  53.6 MBytes   450 Mbits/sec    0    151 KBytes       
1706416168[  5]  18.00-19.00  sec  53.6 MBytes   450 Mbits/sec    0    158 KBytes       
